MS URN	Shelfmark to Use	Form	Language	Date	Includes	Translator	Collection	Library	Institution	City	Folios	Digital Status	Copyright	Copyright Link	Repository	Link to Digitized Version
urn:cite:ogl:cheltenham_phillips7017	MS 7017	Manuscript	Latin	1100-1200 CE		Pseudo-Boethius (Geometry II)	(Phillips Collection)	(unknown)		(unknown)		Not digitized				
urn:cite:ogl:bamberg_mscclass55	Msc.Class.55	Manuscript	Latin	900-925 CE		Pseudo-Boethius (Geometry I)		Staatsbibliothek Bamberg		Bamberg		Fully digitized	Alle Rechte sind vorbehalten	https://www.staatsbibliothek-bamberg.de/index.php?id=1221	Kaiser-Heinrich-Bibliothek	http://bsbsbb.bsb.lrz-muenchen.de/~db/0000/sbb00000113/images/index.html?seite=6&signatur=Msc.Class.55
urn:cite:ogl:bergamo_ma279	MS MA 279 (Delta 4.48)	Manuscript	Latin	1500-1600 CE	1.def.1-3.prop.10(enunciations only)	Campanus de Novara		Biblioteca Civica Angelo Mai di Bergamo		Bergamo	33r-39v	Not digitized				
urn:cite:ogl:berkeley_ucb079	MS UCB 079	Manuscript	Latin	1400-1499 CE	1-15	Campanus de Novara		Bancroft Library	University of California: Berkeley	Berkeley	2r-165v	Partially digitized	The owning institutions encourage use of these materials under the fair use clause of the 1976 copyright act. For the purposes of research, teaching, and private study, you may reproduce (print, make photocopies, or download) materials from this collection without prior permission of the owning institution, on the condition that proper attribution of the source is provided in all copies.	http://bancroft.berkeley.edu/digitalscriptorium/usingimages/	Digital Scriptorium	http://ucblibrary4.berkeley.edu:8088/xtf22/search?smode=basic;text=euclid;rmode=digscript;docsPerPage=1;startDoc=1;fullview=yes
urn:cite:ogl:berkeley_50	MS 50	Manuscript	Latin	1150-1200 CE	1-15	"Mélanges"	Robert B. Honeyman Jr. Collection	The Bancroft Library	University of California, Berkeley	Berkeley	1r-25v	Not digitized				
urn:cite:ogl:berlin_latfol852	Ms. lat. fol. 852	Manuscript	Latin	1300-1400 CE	1.prop.32, 1.prop.41, 2.prop.8	Campanus de Novara		Staatsbibliotek zu Berlin		Berlin	85r-89v,90v-92v	Not digitized				
urn:cite:ogl:berlin_latqu510	Ms. lat. qu. 510	Manuscript	Latin	1200-1300 CE	1-15	Adelard II		Staatsbibliotek zu Berlin		Berlin	1r-59v	Not digitized				
urn:cite:ogl:berlin_latqu514	Ms. lat. qu. 514	Manuscript	Latin	1300-1400 CE	1-6	Campanus de Novara		Staatsbibliotek zu Berlin		Berlin	1r-56v	Not digitized				
urn:cite:ogl:bern_a50	MS A.50	Manuscript	Latin	1412 CE	1-15	Campanus de Novara		Burgerbibliothek Bern		Bern	1r-168v	Not digitized				
urn:cite:ogl:bern_299	Cod. 299	Manuscript	Latin	1000-1100 CE		Pseudo-Boethius (Geometry I)		Burgerbibliothek Bern		Bern	1r-14v	Not digitized				
urn:cite:ogl:bern_87	Cod. 87	Manuscript	Latin	1004 CE		Pseudo-Boethius (Geometry I)		Burgerbibliothek Bern		Bern	1v-8v	Fully digitized	CC-BY-NC 3.0	http://www.e-codices.unifr.ch/en/about/terms	e-codices	http://www.e-codices.unifr.ch/en/description/bbb/0087
urn:cite:ogl:bern_87	Cod. 87	Folio	Latin	1004 CE	1.prop.1-3	Boethius (Corpus agrimensorum)		Burgerbibliothek Bern		Bern	16v	Fully digitized	CC-BY-NC 3.0	http://www.e-codices.unifr.ch/en/about/terms	e-codices	http://www.e-codices.unifr.ch/en/description/bbb/0087
urn:cite:ogl:bologna_a18	Ms. A.18	Manuscript	Greek	1000-1100 CE	1-13(enunciations only),1.def.1-9.prop.4		Manoscritti greci	Biblioteca dell'Archiginnasio		Bologna	1r-30r, 44v-163v	Fully digitized		http://badigit.comune.bologna.it/books/richiesta.htm	Scaffali Online	http://badigit.comune.bologna.it/books/A18/scheda.htm
urn:cite:ogl:bologna_a19	Ms. A.19	Manuscript	Greek	1000-1100 CE	9.prop.4-13.prop.18		Manoscritti greci	Biblioteca dell'Archiginnasio		Bologna	1r-152v	Fully digitized		http://badigit.comune.bologna.it/books/richiesta.htm	Scaffali Online	http://badigit.comune.bologna.it/books/A19/scheda.htm
urn:cite:ogl:bologna_2202	Codex n. 2292	Manuscript		1500-1600 CE				Biblioteca Universitaria di Bologna		Bologna		Not digitized				
urn:cite:ogl:boston_24	MS 24	Manuscript	Latin	after 1466 CE	1.intro	Adelard III		Boston Medical Library		Boston		Not digitized				
urn:cite:ogl:boston_24	MS 24	Manuscript	Latin	after 1466 CE	1-9	Campanus de Novara		Boston Medical Library		Boston	110v-147v	Not digitized				
urn:cite:ogl:boulognesurmer_196	MS 196	Manuscript	Latin	1300-1400 CE	1-15	Gerard of Gremona		Bibliothèque de la Ville		Boulogne-sur-Mer	1r-144v	Not digitized				
urn:cite:ogl:bruges_521	MS 521	Manuscript	Latin	1300-1400 CE	1-15	Gerard of Gremona		Openbare Bibliotheek Brugge		Bruges	1r-109v	Fully digitized	U mag de informatie, tekst, tekeningen of afbeeldingen op deze website enkel aanwenden voor persoonlijk, niet-commercieel gebruik en mag die niet reproduceren, wijzigen, doorsturen, registreren of publiceren, noch gedeeltelijk, noch geheel, voor eender welk doel, zonder voorafgaande schriftelijke goedkeuring van Stad Brugge, tenzij louter voor consultatie.	https://www.brugge.be/privacy		http://cabrio.bibliotheek.brugge.be/browse/webgaleries/MS521/index.html
urn:cite:ogl:bruges_529	MS 529	Manuscript	Latin	1200-1300 CE	1.def.1-8.prop.25	Adelard I		Openbare Bibliotheek Brugge		Bruges	1r-48v	Not digitized				
urn:cite:ogl:brussels_10629_10660	MS 10629-10660	Manuscript	Latin	1100-1200 CE		Boethius (Corpus agrimensorum)		Bibliothèque royale de Belgique		Brussels		Not digitized				
urn:cite:ogl:brussels_4499_4503	MS 4499-4503	Manuscript	Latin	1100-1125 CE	1.def.19-23	Boethius (Corpus agrimensorum)		Bibliothèque royale de Belgique		Brussels	4v-5v	Not digitized				
urn:cite:ogl:budapest_euclidfolio		Folio	Latin	1200-1225 CE	1.prop.44-2.prop.1, 2.prop.3-2.prop.9	Adelard II	Private Collection of Walter Endrei			Budapest	1r-1v	Not digitized				
urn:cite:ogl:cambridge_add1075	Add. 1075	Manuscript	Arabic		1.def.19-15.end	Ishaq-Thabit		Cambridge University Library	Cambridge University	Cambridge	1r-233v	Not digitized				
urn:cite:ogl:cambridge_ffvi32	Ff. VI. 32.	Manuscript	Greek	1500-1600 CE				Cambridge University Library	Cambridge University	Cambridge						
urn:cite:ogl:cambridge_ggi18	Gg. I. 18.	Manuscript	Latin	1300-1400 CE	1-15	Campanus de Novara		Cambridge University Library	Cambridge University	Cambridge	1r-123v	Not digitized				
urn:cite:ogl:cambridge_ggii33	Gg. II. 33.	Manuscript	Greek	1400-1600 CE	14-15			Cambridge University Library	Cambridge University	Cambridge	140r-153v					
urn:cite:ogl:cambridge_ggvi3	Gg. VI. 3.	Manuscript	Latin	1300-1400 CE	1.def, 1.post	Campanus de Novara		Cambridge University Library	Cambridge University	Cambridge	287v-288v	Not digitized				
urn:cite:ogl:cambridge_add3959	MS Add.3959	Folio	Latin	1669-1700 CE	2.prop.1-10	Newton	Newton Papers	Cambridge University Library	Cambridge University	Cambridge	22r	Fully digitized	The purchase of an image from the Library does not confer the right to reproduce it in publications, websites or broadcasts. To reproduce it you must fill in our online reproduction request form	http://www.lib.cam.ac.uk/deptserv/imagingservices/reproductionrights.html	Cambridge Digital Library	http://cudl.lib.cam.ac.uk/view/MS-ADD-03959/43
urn:cite:ogl:cambridge_add6866	MS Addit. 6866	Manuscript	Latin	1200-1400 CE	1-15	Campanus de Novara		Cambridge University Library	Cambridge University	Cambridge	9r-94v	Not digitized				
urn:cite:ogl:cambridge_tsas144_97	T-S AS 144.97	Folio	Arabic	500-599 CE	1.beginning	al-Ḥarrānī		Cambridge University Library	Cambridge University	Cambridge	1r-1v	Fully digitized	The purchase of an image from the Library does not confer the right to reproduce it in publications, websites or broadcasts. To reproduce it you must fill in our online reproduction request form	http://www.lib.cam.ac.uk/deptserv/imagingservices/reproductionrights.html	Cambridge Digital Library	http://cudl.lib.cam.ac.uk/view/MS-TS-AS-00144-00097/2
urn:cite:ogl:cambridge_mcclean168	MS McClean 168	Manuscript	Latin	1250-1300	10.prop.84-11.def.8, 11.prop.14-31	Adelard II		Fitzwilliam Museum		Cambridge	1r-6v	Not digitized				
urn:cite:ogl:cambridge_504_271	504. 271.	Manuscript	Latin	1200-1300 CE	1-15	Adelard II		Gonville & Caius College	University of Cambridge	Cambridge	30v-86v	Not digitized				
urn:cite:ogl:cambridge_lat359	MS Lat 359	Manuscript	Latin	1400-1499 CE	1-2	Campanus de Novara		Houghton Library	Harvard University	Cambridge		Not digitized			Harvard HOLLIS Catalog	
urn:cite:ogl:cambridge_r15_14	R.15.14	Manuscript	Latin	900-1000 CE		Pseudo-Boethius (Geometry I)		Trinity College	University of Cambridge	Cambridge	4r-43v	Fully digitized		http://www.trin.cam.ac.uk/website-policies	Trinity College Digital Library	http://sites.trin.cam.ac.uk/manuscripts/R_15_14/manuscript.php?fullpage=1
urn:cite:ogl:cambridge_ddxii61	Dd. XII. 61.	Manuscript	Latin	1175-1200 CE	1-15	Adelard II		University Library	University of Cambridge	Cambridge	2v-124v	Not digitized				
urn:cite:ogl:cesena_sxxvi1	S.XXVI.1	Manuscript	Latin	1450-1465 CE		Pseudo-Boethius (Geometry I)		Biblioteca Malatestiana		Cesena	221r-249v	Not digitized				
urn:cite:ogl:cesena_sxxvi1	S.XXVI.1	Manuscript	Latin	1450-1465 CE		Pseudo-Boethius (Geometry II)		Biblioteca Malatestiana		Cesena	201r-220v	Not digitized				
urn:cite:ogl:chartres_498	MS 498	Manuscript	Latin	1100-1150 CE	1.def.19-23	Boethius (Corpus agrimensorum)		Bibliothèque de la Ville		Chartres	153r-153v	Not digitized				
urn:cite:ogl:chartres_498	MS 498	Manuscript	Latin	1100-1150 CE		Pseudo-Boethius (Geometry II)		Bibliothèque de la Ville		Chartres	155r-166v	Not digitized				
urn:cite:ogl:chartres_498	MS 498	Manuscript	Latin	1100-1200 CE	7.def.12-9.end, 14.prop.6-15.end	Adelard II		Bibliothèque de la Ville		Chartres	122v-124v,141r-141v	Not digitized				
urn:cite:ogl:copenhagen_arab81	Cod. Arab. 81	Manuscript	Arabic	1200-1300 CE		Hajjaj / Ishaq-Thabit (?)	The Oriental Collection	Det Kongelige Bibliotek		Copenhagen		Fully digitized	Copyright © 2012	http://www.kb.dk/manus/ortsam/2009/okt/orientalia/object57581/en/	Det Konelige Bibliotek	http://www.kb.dk/manus/ortsam/2009/okt/orientalia/object57581/en/
urn:cite:ogl:copenhagen_gks277	GKS 277 folio	Manuscript	Latin	1200-1300 CE	1-15(ennunciations only)	Adelard II		Det Kongelige Bibliotek		Copenhagen	102r-113v	Not digitized				
urn:cite:ogl:copenhagen_nks100	NKS 100 oktav	Manuscript	Latin	1400-1500 CE	1-15(enunciations only)	Campanus de Novara		Det Kongelige Bibliotek		Copenhagen	2r-86v	Not digitized				
urn:cite:ogl:darmstadt_hs739	Hs-739	Manuscript	Latin	1200-1300 CE	1.def.1-6.prop.32	Adelard II		Universitäts- und Landesbibliothek Darmstadt		Darmstadt	1r-39v	Fully digitized	CC BY-NC-SA 3.0	http://tudigit.ulb.tu-darmstadt.de/show/Hs-739	Digitale Sammlungen Darmstadt	http://tudigit.ulb.tu-darmstadt.de/show/Hs-739
urn:cite:ogl:dijon_441	Ms 441	Manuscript	Latin	1300-1400 CE	1-15	Campanus de Novara		Bibliothèque municipale de Dijon		Dijon	1r-122v	Not digitized				
urn:cite:ogl:dresden_c470	Mscr.Dresd.C.470	Manuscript						Sächsische Landesbibliothek		Dresden		Not digitized				
urn:cite:ogl:dresden_db73	Mscr.Dresd.Db.73	Manuscript		1595-1601 CE		Melchior Jöstel		Sächsische Landesbibliothek		Dresden		Not digitized				
urn:cite:ogl:dresden_db86	Mscr.Dresd.Db.86	Manuscript	Latin	1300-1400 CE	1-15	Adelard II		Sächsische Landesbibliothek		Dresden		Fully digitized	CC-BY-SA 4.0	http://www.slub-dresden.de/en/service/fees-charges/	SLUB Dresden	http://digital.slub-dresden.de/en/workview/dlf/65860/7/
urn:cite:ogl:dresden_ob11	Mscr.Dresd.Ob.11	Manuscript	Italian					Sächsische Landesbibliothek		Dresden		Not digitized				
urn:cite:ogl:dublin_ar3035	Ar 3035	Manuscript	Arabic	1270 CE	1.prop.39-15.end	Ishaq-Thabit		Chester Beatty Library		Dublin	1r-126v	Partially digitized	© The Trustees of the Chester Beatty Library, Dublin	http://www.cbl.ie/cbl_image_gallery/search/detail.aspx?imageId=1429&ImageNumber=T0004847a&page=0	Chester Beatty Image Gallery	http://www.cbl.ie/cbl_image_gallery/search/detail.aspx?imageId=1429&ImageNumber=T0004847a&page=0
urn:cite:ogl:dunedin_debeer08	de Beer MS.08	Manuscript	Arabic	1466 CE	1-15	Ishaq-Thabit		University of Otago Library	University of Otago	Dunedin	1r-184v	Not digitized				
urn:cite:ogl:düsseldorf_f13	MS-F-13	Folio	Latin	1500-1525 CE	1.cn, 1.prop.1-6(without proofs)	Campanus de Novara		Universitäts- und Landesbibliothek	Universität Düsseldorf	Düsseldorf	21r-21v	Fully digitized	If you wish to publish an image, including as part of another website, we would be pleased if you would send us a copy of the publication you are using the images for or send us an email with the URL (email). The images on our website are thumbnails and compressed. To obtain higher quality copies, we recommend placing a reproduction order. If you have any questions concerning reproduction, please contact Mr Neumann or Mr Vaillant 	http://digital.ub.uni-duesseldorf.de/wiki/service#Links	ULB Düsseldorf	http://digital.ub.uni-duesseldorf.de/man/content/titleinfo/5922622
urn:cite:ogl:einsiedeln_358	Codex 358(610)	Manuscript	Latin	950-975 CE		Pseudo-Boethius (Geometry I)		Stiftsbibliothek		Einsiedeln	1-144	Fully digitized	CC-BY-NC 3.0	http://www.e-codices.unifr.ch/en/about/terms	e-codices	http://www.e-codices.unifr.ch/en/description/sbe/0358
urn:cite:ogl:einsiedeln_298	MS 298	Manuscript	Latin	900-1100 CE		Pseudo-Boethius (Geometry I)		Stiftsbibliothek		Einsiedeln	p.1-22	Not digitized				
urn:cite:ogl:emden_14	MS 4° 14	Manuscript	Latin	1469 CE	1-15	Campanus de Novara		Johannes a Lasco Bibliothek	Große Kirche	Emden	1r-229v	Not digitized				
urn:cite:ogl:erfurt_cafol37	CA fol. 37	Manuscript	Latin	1200-1400 CE	1-7	Campanus de Novara		Stadt- und Regionalbibliothek Erfurt (Wissenschaftliche Allgemeinbibliothek)		Erfurt	1r-36v	Not digitized				
urn:cite:ogl:erfurt_cafol375	CA fol. 375	Manuscript	Latin	1300-1400 CE	1-6	Campanus de Novara		Stadt- und Regionalbibliothek Erfurt (Wissenschaftliche Allgemeinbibliothek)		Erfurt	18r-84v	Not digitized				
urn:cite:ogl:erfurt_caquart22	CA quart 22	Manuscript	Latin	1300-1400 CE	1.def.1-6.prop.26	Campanus de Novara		Stadt- und Regionalbibliothek Erfurt (Wissenschaftliche Allgemeinbibliothek)		Erfurt	3r-42v	Not digitized				
urn:cite:ogl:erfurt_caquart23	CA quart 23	Manuscript	Latin	1200-1300 CE	1-15	Adelard II		Stadt- und Regionalbibliothek Erfurt (Wissenschaftliche Allgemeinbibliothek)		Erfurt	1r-70v	Not digitized				
urn:cite:ogl:erfurt_caquart344	CA quart 344	Manuscript	Latin	1300-1400 CE	1.def.1-5.prop.11	Campanus de Novara		Stadt- und Regionalbibliothek Erfurt (Wissenschaftliche Allgemeinbibliothek)		Erfurt	25r-67v	Not digitized				
urn:cite:ogl:erfurt_caquart352	CA quart 352	Manuscript	Latin	1200-1225 CE	1.def.1-8.prop.16	Adelard II		Stadt- und Regionalbibliothek Erfurt (Wissenschaftliche Allgemeinbibliothek)		Erfurt	23v-62v	Not digitized				
urn:cite:ogl:erfurt_caquart385	CA quart 385	Manuscript	Latin	1300-1400 CE	1.def.1-1.prop.5	Campanus de Novara		Stadt- und Regionalbibliothek Erfurt (Wissenschaftliche Allgemeinbibliothek)		Erfurt	90r-91v	Not digitized				
urn:cite:ogl:erfurt_caquart387	CA quart 387	Manuscript	Latin	1300-1400 CE	1-3	Campanus de Novara		Stadt- und Regionalbibliothek Erfurt (Wissenschaftliche Allgemeinbibliothek)		Erfurt	9v-23v	Not digitized				
urn:cite:ogl:erlangen_288	MS 288	Manuscript	Latin	1000-1100 CE		Boethius				Erlangen		Not digitized				
urn:cite:ogl:erlangen_379	Ms. 379	Manuscript	Latin	1000-1100 CE		Pseudo-Boethius (Geometry II)		Universitätsbibliothek Erlangen-Nürnberg	Friedrich-Alexander-Universität Erlangen-Nürnberg	Erlangen	1v-76v	Not digitized				
urn:cite:ogl:exeter_3503	Exeter Cathedral 3503	Manuscript	Latin	1250-1300 CE	1-15	Adelard II		Exeter Cathedral Library		Exeter	1r-99v	Not digitized				
urn:cite:ogl:florence_129	Cod: Mem: in 4° 129	Manuscript	Latin	1300-1400 CE	1-15	Campanus de Novara		Biblioteca Riccardiana		Florence	1r-179v	Not digitized				
urn:cite:ogl:florence_plut2801	Plut.28.01	Manuscript	Greek	1201-1300 CE	1-13			Biblioteca Medicea Laurenziana Firenze		Florence		Fully digitized	All rights reserved	http://teca.bmlonline.it/TecaRicerca/condizioni_ENG.html	TECA Digitale	http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000620182&keyworks=euclidis#page/0/mode/1up
urn:cite:ogl:florence_plut2802	Plut.28.02	Manuscript	Greek	1301-1400 CE	1-15			Biblioteca Medicea Laurenziana Firenze		Florence		Fully digitized	All rights reserved	http://teca.bmlonline.it/TecaRicerca/condizioni_ENG.html	TECA Digitale	http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000620040&keyworks=euclidis#page/1/mode/1up
urn:cite:ogl:florence_plut2803	Plut.28.03	Manuscript	Greek	900-1000 CE	1-13			Biblioteca Medicea Laurenziana Firenze		Florence		Fully digitized	Under copyright	http://www.bml.firenze.sbn.it/ing/acc_and_service.htm		http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000620034&keyworks=euclidis#page/1/mode/1up
urn:cite:ogl:florence_plut2806	Plut.28.06	Manuscript	Greek	1201-1300 CE				Biblioteca Medicea Laurenziana Firenze		Florence		Fully digitized	All rights reserved	http://teca.bmlonline.it/TecaRicerca/condizioni_ENG.html	TECA Digitale	http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000324726&keyworks=euclidis#page/13/mode/1up
urn:cite:ogl:florence_plut2808	Plut.28.08	Manuscript	Greek	1301-1400 CE				Biblioteca Medicea Laurenziana Firenze		Florence		Fully digitized	All rights reserved	http://teca.bmlonline.it/TecaRicerca/condizioni_ENG.html	TECA Digitale	http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000327414&keyworks=euclidis#page/25/mode/1up
urn:cite:ogl:florence_ashb168	Ashb.168	Manuscript	Greek	1200-1300 CE				Biblioteca Medicea Laurenziana Firenze		Florence		Not digitized				
urn:cite:ogl:florence_ashb1729	Ashb.1729	Manuscript	Italian	1600-1700 CE	5	Doct. Oliva		Biblioteca Medicea Laurenziana Firenze		Florence		Not digitized				
urn:cite:ogl:florence_ashb1903	Ashb.1903	Manuscript	Latin	1700-1700 CE	5-15			Biblioteca Medicea Laurenziana Firenze		Florence		Not digitized				
urn:cite:ogl:florence_convsoppra_v_1443	Conv.soppr. A V 1443	Manuscript	Italian	1500-1600 CE		Benedetto Varchi		Biblioteca Nazionale Centrale di Firenze		Florence		Not digitized				
		Manuscript		1600-1700 CE				Biblioteca Medicea Laurenziana Firenze		Florence		Not digitized				https://archive.org/stream/saggiodiunabibl00riccgoog#page/n230/mode/2up
urn:cite:ogl:florence_cclxii	Cod. CCLXXII	Manuscript	Arabic	1587 CE		Nasir ad-Din at-Tusi		Biblioteca Medicea Laurenziana Firenze		Florence		Not digitized				
urn:cite:ogl:florence_clas_xi_112	Cod. Clas. XI, n. 112	Manuscript	Latin	1200-1400 CE		Campanus de Novara		Biblioteca Nazionale Centrale di Firenze		Florence		Not digitized				
urn:cite:ogl:florence_clas_xi_12	Cod. Clas. XI, n. 12	Manuscript	Italian	1500-1600 CE	1-6			Biblioteca Nazionale Centrale di Firenze		Florence		Not digitized				
urn:cite:ogl:florence_clas_xi_13	Cod. Clas. XI, n. 13	Manuscript	Italian	1664 CE	1-6			Biblioteca Nazionale Centrale di Firenze		Florence		Not digitized				
urn:cite:ogl:florence_clas_xi_14	Cod. Clas. XI, n. 14	Manuscript	Italian	1500-1600 CE	10			Biblioteca Nazionale Centrale di Firenze		Florence		Not digitized				
urn:cite:ogl:florence_clas_xi_53	Cod. Clas. XI, n.° 53	Manuscript	Greek	1400-1500 CE				Biblioteca Nazionale Centrale di Firenze		Florence		Not digitized				
urn:cite:ogl:florence_convsoppraj_i_18	MS Conv.soppr. J I 18	Manuscript	Latin	1200-1300 CE	1.def.1-6.prop.23	Adelard II		Biblioteca Nazionale Centrale di Firenze		Florence	137r-160v	Not digitized				
urn:cite:ogl:florence_convsoppraj_i_18	MS Conv.soppr. J I 18	Manuscript	Latin	1300-1400 CE	1-15	Campanus de Novara		Biblioteca Nazionale Centrale di Firenze		Florence	1r-135v	Not digitized				
urn:cite:ogl:florence_convsoppraj_iv_24	MS Conv.soppr. J IV 24	Manuscript	Latin	1408 CE	1-15	Campanus de Novara		Biblioteca Nazionale Centrale di Firenze		Florence	1r-177v	Not digitized				
urn:cite:ogl:florence_n22	Cod. n. 22	Manuscript	Greek	1400-1500 CE	1-13			Biblioteca Riccardiana		Florence		Not digitized				
urn:cite:ogl:florence_convsopprc_vii_2820	MS Conv.soppr. C VII 2820	Manuscript	Latin	1300-1400 CE	1-5	Campanus de Novara		Biblioteca Nazionale Centrale di Firenze		Florence	1r-40v	Not digitized				
urn:cite:ogl:florence_cclxxi	Codex CCLXXI	Manuscript	Arabic	1587 CE				Biblioteca Medicea Laurenziana Firenze		Florence		Not digitized				
urn:cite:ogl:florence_convsoppr30	Conv.Soppr.30	Manuscript	Greek					Biblioteca Medicea Laurenziana Firenze		Florence		Not digitized				
urn:cite:ogl:florence_or177	Or.177	(perhaps not a translation) (?)	Arabic					Biblioteca Medicea Laurenziana Firenze		Florence		Not digitized				
urn:cite:ogl:florence_or20	Or.20	Manuscript	Arabic		1.def.1-10.prop.95	Pseudo at-Tusi		Biblioteca Medicea Laurenziana Firenze		Florence		Not digitized				
urn:cite:ogl:florence_or26	Or.26	Manuscript	Arabic		1.def.1-8.beginning	Nasir ad-Din at-Tusi		Biblioteca Medicea Laurenziana Firenze		Florence		Not digitized				
urn:cite:ogl:florence_or282	Or.282	Manuscript	Arabic			Nasir ad-Din at-Tusi		Biblioteca Medicea Laurenziana Firenze		Florence		Not digitized				
urn:cite:ogl:florence_or50	Or.50	Manuscript	Arabic	1561 CE		Pseudo at-Tusi		Biblioteca Medicea Laurenziana Firenze		Florence		Not digitized				
urn:cite:ogl:florence_plut0117	Plut.01.17	Folio	Hebrew	1301-1400 CE	1.prop.1			Biblioteca Medicea Laurenziana Firenze		Florence		Fully digitized	All rights reserved	http://teca.bmlonline.it/TecaRicerca/condizioni_ENG.html	TECA Digitale	http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000008008&keyworks=euclidis#page/165/mode/1up
urn:cite:ogl:florence_plut2919	Plut.29.19	Manuscript	Latin	1250 CE		Pseudo-Boethius (Geometry I)		Biblioteca Medicea Laurenziana Firenze		Florence	1r-27v	Fully digitized	All rights reserved	http://teca.bmlonline.it/TecaRicerca/condizioni_ENG.html	TECA Digitale	http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000620600&keyworks=Plut.29.19#page/1/mode/1up
urn:cite:ogl:florence_plut2927	Plut.29.27	Manuscript	Latin (Greek ennunciations)	1300-1400 CE	1.def.1-2.prop.4(enunciations only)	Campanus de Novara		Biblioteca Medicea Laurenziana Firenze		Florence	1r-7v	Fully digitized	All rights reserved	http://teca.bmlonline.it/TecaRicerca/condizioni_ENG.html	TECA Digitale	http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000620626&keyworks=plut.29.27#page/1/mode/1up
urn:cite:ogl:florence_smarco212	S.Marco 212	Manuscript	Latin	1400-1500 CE	1-15	Campanus de Novara		Biblioteca Medicea Laurenziana Firenze		Florence	1r-132v	Fully digitized	All rights reserved	http://teca.bmlonline.it/TecaRicerca/condizioni_ENG.html	TECA Digitale	http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0001517342&keyworks=S.Marco%20212#page/10/mode/2up
urn:cite:ogl:florence_strozzi62	Strozzi 62	Manuscript	Latin	1300-1400 CE	1.def.1-9.prop.19	Campanus de Novara		Biblioteca Medicea Laurenziana Firenze		Florence	1r-60v	Not digitized				
urn:cite:ogl:florence_strozzi71	Strozzi 71	Manuscript	Latin	1300-1400 CE	1-15	Campanus de Novara		Biblioteca Medicea Laurenziana Firenze		Florence	1r-187v	Not digitized				
urn:cite:ogl:florence_gal114	Gal. 114	Manuscript	Italian	1600 CE	5.intro	Galileo	Galileiano della BNCF	Biblioteca Nazionale Centrale di Firenze		Florence		Fully digitized	Public Domain	http://www.europeana.eu/portal/record/92004/BibliographicResource_2000059198595.html	Europeana	http://www.europeana.eu/portal/record/92004/BibliographicResource_2000059198595.html
urn:cite:ogl:florence_gal177	Gal. 177	Manuscript	Italian	1600 CE	5	Galileo	Galileiano della BNCF	Biblioteca Nazionale Centrale di Firenze		Florence		Fully digitized	Public Domain	http://www.europeana.eu/portal/record/92004/BibliographicResource_2000059198617.html	Europeana	http://www.europeana.eu/portal/record/92004/BibliographicResource_2000059198617.html
urn:cite:ogl:florence_convsoppra_v_2587	MS Conv.soppr. A V 2587	Manuscript	Latin	1400-1500 CE	1-15	Campanus de Novara		Biblioteca Nazionale Centrale di Firenze		Florence	1r-233v	Not digitized				
urn:cite:ogl:florence_convsopprc_i_448	MS Conv.soppr. C I 448	Manuscript	Latin	1300-1400 CE	1.def.1-10.prop.48	Unknown Greek-Latin		Biblioteca Nazionale Centrale di Firenze		Florence	1r-104v	Not digitized				
urn:cite:ogl:florence_convsopprj_i_32	MS Conv.soppr. J I 32	Manuscript	Latin	1200-1300 CE	1-15	Adelard II		Biblioteca Nazionale Centrale di Firenze		Florence	49r-103v	Not digitized				
urn:cite:ogl:florence_convsopprj_v_30	MS Conv.soppr. J V 30	Scholia	Latin	1300-1400 CE		Gerard of Gremona		Biblioteca Nazionale Centrale di Firenze		Florence	55r-57v	Not digitized				
urn:cite:ogl:florence_magliabecch_xi_112	MS Magliabecch. XI 112	Manuscript	Latin	1259 CE	1-15	Campanus de Novara		Biblioteca Nazionale Centrale di Firenze		Florence	1r-160v	Not digitized				
